ID,Comments
462,Wants to add additional lines for family. Needs more info on rates.
2760,Called about new plan. Might switch soon. Wants more minutes.
3058,Wanted to know the nearest store location. Wants to buy additional accessories.
2422,Wanted to know the nearest store location. Wants to buy additional accessories.
2258,Needed help figuring out his bill. I explained our minute charges.
1116,He expected significantly better Technical Support.
1996,Wants to change address.
1778,Wanted to know the nearest store location. Wants to buy additional accessories.
1042,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3685,"He found a phone and wanted to know what to do with it. He said it was one of ours, but that the battery was dead. Asked who he should send it too."
2012,Needed help figuring out his bill. I explained our minute charges.
1803,Says that his Web reception really is just to slow. Wants to know when he can expect this to work at a decent rate of speed? He also wants to know why it worked so much better at the store?
2708,Wants to know how to do text messaging. Referred him to web site.
1290,He asked us to please take him off the outbound call list. In addition wants to change rate plan at the end of the year.
1515,Wanted to know the nearest store location. Wants to buy additional accessories.
3672,He expected significantly better Technical Support.
2045,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.
1073,He asked for a new phone number. I referred him to customer care.
410,Wants information on our Internet service. Referred him to web site.
408,Wants information on our Internet service. Referred him to web site.
1915,He found a better rate and no contract. He said he cold not wait until his contract expired.
2400,Hopes to get an additonal line working by the end of the week for his wife.
1751,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1963,Asked about how to change his ring tones. Referred him to web site.
1550,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3237,Asked about how to change his ring tones. Referred him to web site.
